,Tweet,Date,Year,Month
19,FYIIm atheist butTruth has no religionTruly Today were out of time to stop Global WarmingUnless we make radical changes NOWIts too lateFaith in a God has never saved any civilization in recorded historyTruthGlobal Warming is NOWWe must act NOW,2022-04-30 23:32:49+00:00,2022,4
20,Food shortages are coming You must get your garden and poultry pen going Water shortages and global warming will intensify,2022-04-30 23:30:51+00:00,2022,4
21,they are great You must not care about global warming,2022-04-30 23:30:45+00:00,2022,4
22,s Bull Gates and Harvard U protecting us from global warming as the narrative goes chemtrails,2022-04-30 23:30:31+00:00,2022,4
23,vigilant in the future because global warming would cause mammals to seek new habitats and to expect an increase in zoonotic diseases and pandemics and tried to encourage students to go into public health,2022-04-30 23:30:23+00:00,2022,4
24,subsidies to his business Tesla which makes electric cars and started a wave of electric cars over the world which is used to stop global warming Now please go work pay your taxes and care for your global footprint American 4 world pop 15 global emissions,2022-04-30 23:30:03+00:00,2022,4
25,Were so fucked,2022-04-30 23:29:43+00:00,2022,4
26,,2022-04-30 23:27:32+00:00,2022,4
27,We must end energy over consumption as well as the over use of transportation by private vehicles which must be curtailed to the preference of high speed rail and bicycles which are more conducive to protecting the environment By doing so we can halt global warming,2022-04-30 23:27:08+00:00,2022,4
28,Arent we in the middle of a global warming induced drought,2022-04-30 23:26:41+00:00,2022,4
29,s your solution to global warming Or anyones elsesWhats the solution that the politicians propose,2022-04-30 23:25:27+00:00,2022,4
30,,2022-04-30 23:24:58+00:00,2022,4
31,Global warming will cause glaciars to melt And consequently it will increase Temp And thats what happening rnUb to Antarctica me bhi baraf pighal rhy ha,2022-04-30 23:24:08+00:00,2022,4
32,Venus planet of love Was destroyed by global warming Did its people want too much too Did its people want too much,2022-04-30 23:22:55+00:00,2022,4
33,,2022-04-30 23:22:51+00:00,2022,4
34,Winter is coming A globalwarming centered interpretation of Game of Thrones,2022-04-30 23:21:57+00:00,2022,4
35,I know this is going to confuse a lot of people but Im glad global warming is happening Its really cold all of the time Temperature is more affected by pressure than seasonal variance If we can get up 34 degrees next year by increased industry that would be great,2022-04-30 23:21:56+00:00,2022,4
36,what happened,2022-04-30 23:21:22+00:00,2022,4
37,Almost May snd Portland cant even top 55 degreesGoddam global warmingAOCLovesElon,2022-04-30 23:18:50+00:00,2022,4
38,s definitely natural disaster survivalI found work at a pizza place boring after an hour or twoPrison life was pretty good but I stopped playing it ages agoBloxburg is pretty bad and I never found it fun,2022-04-30 23:17:49+00:00,2022,4
39,Im a Democrat Ive always believed in equal rights I believe the wealthy should pay taxes I believe global warming is a crisis Most importantly I want to keep our democracy Do my values suggest that Im far left,2022-04-30 23:17:33+00:00,2022,4
40,,2022-04-30 23:13:25+00:00,2022,4
41,The whole northern hemisphere is now covered by a thickening atmospheric methane global warming veil from Arctic methane emissions at the level of the jet streams which is spreading southwards at about 1 km a day and already totally envelopes the United States Figure 1,2022-04-30 23:12:05+00:00,2022,4
42,should the subsea Arctic methane be released into the atmosphere because of methanes giant global warming potential 100 to 1000 times CO over a short time period Light and Solana 2012 2014 Carana 2012 2014,2022-04-30 23:12:04+00:00,2022,4
43,why are they all buying multimillion dollar WATERFRONT PROPERTIESJust admit that were all being played,2022-04-30 23:10:53+00:00,2022,4
44,Hope you werent around for Ozone depletion and all the rest Europe needs energy Their science is to weak to find the answer Ergo we have Global Warming sorry Climate Change,2022-04-30 23:10:03+00:00,2022,4
45,,2022-04-30 23:09:53+00:00,2022,4
46,So you accept that global warming increases the frequency and severity of extreme weather events,2022-04-30 23:08:58+00:00,2022,4
47,Global warming is a social construct,2022-04-30 23:08:23+00:00,2022,4
48,,2022-04-30 23:06:11+00:00,2022,4
49,Global warming and renewable energy means Middle East become irrelevant and this rapists will flood europe with shariah and rape,2022-04-30 23:06:10+00:00,2022,4
50,,2022-04-30 23:06:08+00:00,2022,4
51,Kristen Stewart She cheated on him like a man I fully understand why her right now we need global warming Ive said if,2022-04-30 23:05:14+00:00,2022,4
52,s near the end for me I am so grateful that I lived in times when I could still dredge up some optimism Sadly no more There are new threats that we have manufactured plastics etc that may even eclipse the threat of global warming Still procrastination is our mantra gtgt,2022-04-30 23:05:04+00:00,2022,4
53,,2022-04-30 23:04:51+00:00,2022,4
54,The islands are sinking under Global Warming,2022-04-30 23:04:36+00:00,2022,4
55,but what with global warming covid 19 men identifying as women and the Russian invasion of Ukraine it seems they can now logically hang around for hours,2022-04-30 23:04:35+00:00,2022,4
56,s also the number one cause of global warming,2022-04-30 23:02:40+00:00,2022,4
57,A very hot saturday in Thailand so it seemsJust watched RakDiaoEp14 and even here shirtless status says hello in the end this has to be global warming or something,2022-04-30 23:02:32+00:00,2022,4
58,Can we do something about global warming please Why are we not discussing such an important problem,2022-04-30 23:01:23+00:00,2022,4
59,my country tis of thee sweet land of global warming,2022-04-30 23:00:02+00:00,2022,4
60,,2022-04-30 22:57:29+00:00,2022,4
61,People who denied global warming held advanced degrees People lie People desire to feel important or just to be contrarian,2022-04-30 22:56:42+00:00,2022,4
62,s worth noting too why we call it climate change instead of global warming The definition of climate is the amount of precipitation amp temperatureheat an area gets over a long period of time Major climate zones are p much determined through Hadley Cells which I will explain,2022-04-30 22:55:34+00:00,2022,4
63,you know global warming,2022-04-30 22:54:25+00:00,2022,4
64,,2022-04-30 22:53:47+00:00,2022,4
65,What about lying to us with their covid global warming Ukraine SHITE,2022-04-30 22:52:14+00:00,2022,4
66,1 million yesterdayfighting global warming,2022-04-30 22:51:49+00:00,2022,4
67,Transitioning away from coal in the electricity sector is the single most important step to limiting global warmingsaid Mari Pangestu World Bank Managing Director for Development Policy and Partnerships at a recent discussion at the World Banks Annual Meetings coalshortage,2022-04-30 22:51:25+00:00,2022,4
68,theyre not Yeah right climate change They push this bullshit for years Every year they make something new to fear THE ICE AGE is coming never came now its climate change WAS global warmingEVs R trendy thats it,2022-04-30 22:49:47+00:00,2022,4
69,You have a hatable face Global warming isnt a prediction It is happening Dont forget Im superior,2022-04-30 22:48:01+00:00,2022,4
70,,2022-04-30 22:47:04+00:00,2022,4
71,The POV that proves climate change is a joke Or at least a book that called it global warming or one about the ozone layer disappearance Thats an old one,2022-04-30 22:46:17+00:00,2022,4
72,I know you have to follow leadership which means MAKE THE WEATHER SEEM BAD for global warmings sakeBUT if its probably gonna be a good day make it a GOOD DAYYALL weather people are deplorable,2022-04-30 22:43:28+00:00,2022,4
73,Out of every natural disaster I think tornados are the absolute scariest,2022-04-30 22:42:57+00:00,2022,4
74,global warming A couple of big volcanoes will do the job coming soon,2022-04-30 22:42:45+00:00,2022,4
75,that would be covid and global warming,2022-04-30 22:42:36+00:00,2022,4
76,Coupled with global warming is really really scary Not just for Skuas but for EVERYTHING Such a resilient species dying off is never a good sign even if right now its due to diseaseI know Im not a real skua researcher just a dork on twitter but i love these birds,2022-04-30 22:40:54+00:00,2022,4
77,while you still believe those who promote the theories of mutations and global warming Imam Nasser Mohammed AlYamani25Ramadan1443AH26042022AD113EclipseOfTheSkySomedayW4mSMv,2022-04-30 22:38:25+00:00,2022,4
78,,2022-04-30 22:37:36+00:00,2022,4
79,With dire consequences Global warming demands ClimateAction now,2022-04-30 22:34:54+00:00,2022,4
80,venus planet of ove was destroyed by global warming,2022-04-30 22:32:46+00:00,2022,4
81,here Youtube elsewhere where a bunch of celebrities and influencers where apologizing to their potential future children for global warming and everyones part in making it worse for future generations It was corny,2022-04-30 22:32:18+00:00,2022,4
82,t just mean warming it mainly means that the equilibrium of the earth has been disturbed by increasing uv radiation and pollution but there isnt any natural way for the equilibrium to shift back to the earth is just reacting to this shift,2022-04-30 22:31:15+00:00,2022,4
83,considering humanity is it at an all time high capacity without a natural disaster diseases or viruss it will continue to grow its not rocket science,2022-04-30 22:31:05+00:00,2022,4
84,Venus planet of love was destroyed by global warming,2022-04-30 22:29:39+00:00,2022,4
85,Soc global warming,2022-04-30 22:28:36+00:00,2022,4
86,If successfully stop extinction and limit global warming Animals and habitats will be safe,2022-04-30 22:28:23+00:00,2022,4
87,Whats gucci If each one of us does our bit we will be helping to keep global warming from harming our countries stoopid,2022-04-30 22:28:09+00:00,2022,4
88,,2022-04-30 22:27:36+00:00,2022,4
89,But you cant even believe in GLOBAL WARMING,2022-04-30 22:27:29+00:00,2022,4
90,t see the issue with global warming oh wow,2022-04-30 22:26:45+00:00,2022,4
91,global warming scares the hell out of me and this gvmt is just coasting along like it doesnt matter Plus no vision just same same no wages growth corruption in gvmt no federal ICAC the list goes on,2022-04-30 22:24:25+00:00,2022,4
92,s why they changed their mantra from global warming to climate change That way anything not normal is climate change,2022-04-30 22:23:16+00:00,2022,4
93,,2022-04-30 22:20:29+00:00,2022,4
94,change Remember global warming They had to change the name cause it was proveably false Now climate change well its everyday,2022-04-30 22:18:25+00:00,2022,4
95,Global warming is an expensive hoax GooGoo GaGa Con was my first word,2022-04-30 22:18:21+00:00,2022,4
96,Eurasia shit doesnt exist global warming and moving away from oil will make the Mid East a poor hell hole Theres no Eurasia lmao Arabs are worse than Afros in europe too,2022-04-30 22:18:11+00:00,2022,4
97,,2022-04-30 22:16:55+00:00,2022,4
98,saving lives is more important everywhere around the globe Let the public decide by plebiscite in all issues of the world in UkraineKashmir amp in Palestine These war and conflicts should end because we are going to encounter common enemy that is global warming,2022-04-30 22:16:14+00:00,2022,4
99,Yes nuclear winter really helps with global warming,2022-04-30 22:16:06+00:00,2022,4
100,Thats why global warming is an issue Companies cant stop doing we it takes to make their profits go up every single earning period Even if it makes the Earth unlivableDidnt you see how everyone freaked out about Netflix not growing for the first time ever,2022-04-30 22:15:47+00:00,2022,4
101,of course global warming,2022-04-30 22:14:47+00:00,2022,4
102,First of all lets establish that the end is in fact nigh No a cataclysmic natural event nor global warming will cause the demise of humanity as we know it although it will be a factor Instead the impending Singularity looms large on the horizon,2022-04-30 22:12:58+00:00,2022,4
103,the world is ending in 20 years because of global warming Can we speed this geological change up a bit,2022-04-30 22:12:25+00:00,2022,4
104,If it was not for the greenhouse house effect the planet would be completely frozen,2022-04-30 22:09:57+00:00,2022,4
105,you guys have no idea how the intro of sunsetz can fix global warming,2022-04-30 22:09:51+00:00,2022,4
106,I think the right has moved MUCH farther to the right In the 2000s both sides largwly agreed on global warming some need for gun law reform that abortion rights were settled rights voting rights and many more issues Todays right is not even close,2022-04-30 22:09:19+00:00,2022,4
107,I hate you already but check this out Given the scale of issues like global warming and epidemic disease we shouldnt underestimate the importance of a cando attitude to science rather than a cantaffordit attitude You make me sick,2022-04-30 22:08:36+00:00,2022,4
108,those outfits look super warm,2022-04-30 22:07:58+00:00,2022,4
109,Im still weirded out by hearing the tornado siren going downstairs and hanging out with literally no one else because nobody cares about the possible natural disaster occurring nearbyI might never get over that,2022-04-30 22:07:30+00:00,2022,4
110,jk,2022-04-30 22:07:14+00:00,2022,4
111,,2022-04-30 22:03:28+00:00,2022,4
112,im stupid and dont fully understand how global warming works how the hell is it that the warming doesnt happen everywhere like why isnt it getting warmer everywhere how come its only some places,2022-04-30 22:03:26+00:00,2022,4
113,Alarms ranging from overpopulation to global warming and crusades ranging from affordable housing to universal health care have been among the distractions of political magicians,2022-04-30 22:02:10+00:00,2022,4
114,Seems to me when Tesla was Now you have the good old time religion What to you think big oil thinks,2022-04-30 22:02:02+00:00,2022,4
115,she drives a Tesla Is she about to spontaneously combust in a fit of cognitive dissonance Will her incinerated carbon and flatulence compound the greenhouse effect and speed global warming Has anyone warned Al Gore Im glad to be living when I am Fascinating times,2022-04-30 22:01:42+00:00,2022,4
116,and these people contribute to global warminghold my beer,2022-04-30 21:59:43+00:00,2022,4
117,,2022-04-30 21:56:30+00:00,2022,4
118,being a rocky planet sustaining liquid water at its surface and currently experiencing global warming is Hard Wet and Hot so I can see the attraction,2022-04-30 21:54:58+00:00,2022,4
119,,2022-04-30 21:54:17+00:00,2022,4
120,thats for sure Here in SoCal weve had very little rain and its still very brisk at night Global warming is not a myth prior to disbelief Badd,2022-04-30 21:50:27+00:00,2022,4
121,Boulder Colorado spent a butt load of money trying to save his ass but he burnt,2022-04-30 21:49:33+00:00,2022,4
122,,2022-04-30 21:49:04+00:00,2022,4
123,I think global warming is best explained by my ugly second aunt Olgas favorite song Fix You,2022-04-30 21:49:02+00:00,2022,4
124,The milankovich cycles can only warm 1 hemisphere at a time The temperature you mention isnt global temperature but hemispheric Warmer water in that hemisphere releases co2 which turns hemispheric warming into global warming CO2 increase precedes GLOBAL temps,2022-04-30 21:48:51+00:00,2022,4
125,Reducing the impact of global warming and you have a guilty free conscious At the same time how much is this going to cost Thats the deciding factor on whether or not itll take off,2022-04-30 21:48:30+00:00,2022,4
126,,2022-04-30 21:48:02+00:00,2022,4
127,Well if the government isnt gonna fix global warming Atleast put some time and resources into making a microwave that actually heats my food and not just make my plate hotter than the fucking sun,2022-04-30 21:47:19+00:00,2022,4
128,Men learn about global warming and have a full on existential crisis,2022-04-30 21:45:57+00:00,2022,4
129,,2022-04-30 21:44:50+00:00,2022,4
130,t operationally combust gas to produce force which we all appreciate and currently use with the nasty side effect of releasing global warming enhancing gases into the atmosphere,2022-04-30 21:43:17+00:00,2022,4
131,Its still bothGlobal warming is part of Climate change Fell out of favor because so many binary thinkers couldnt grasp warmer global temperatures causing snow amp ice,2022-04-30 21:43:01+00:00,2022,4
132,t think we have seen the new normal yet The new normal is still to come Give it 510 years when we shall see the effects of global warming bed in and become more apparent The new normal will be characterised by constant abnormality,2022-04-30 21:42:54+00:00,2022,4
133,Time to wake up America CLIMATE change dangers of fracking global warming Nothing but scientific nonsense Gravity prevails Ergo CO2 heaviest of atmospheric gassescant rise high nor trap heat Nor can pollutants from fracking ASCEND to contaminate water table Fact,2022-04-30 21:41:17+00:00,2022,4
134,life Oxygen protection to be devastated in just 30 seconds And then they wonder why so many calamities floods droughts Global warming NO GOD MUST BE RE HOT WITH HUMANITY THAT ALLOWS THIS,2022-04-30 21:40:21+00:00,2022,4
135,it was literally the first ever roblox game i played as a guest when those were a thing,2022-04-30 21:38:50+00:00,2022,4
136,,2022-04-30 21:38:22+00:00,2022,4
137,t it start as global warming anyway but that wasnt working out I mean Florida is still right there Its waaay past the year 2000 or whatever Now its climate change This is a fun game Cant fit the data to the narrative so now lets try to modify the narrative,2022-04-30 21:37:02+00:00,2022,4
138,Global warming might cause future bad weather Eating sugar might cause future bad health Pulling on Supermans cape might cause future death Living might lead to death,2022-04-30 21:35:53+00:00,2022,4
139,planet saving projects And how will building them avoid contributing to global warming,2022-04-30 21:34:42+00:00,2022,4
140,Only after weve stopped adding more greenhouse gasses to the atmosphere and only after the changes that have already been set in motion by global warming have reached equilibrium will humans truly know what the new normal looks like Until then expect change,2022-04-30 21:34:34+00:00,2022,4
141,capitalism is the cause of GlobalWarming Suing the US govt is a capitalist construct that will will fail to address the problem even if the law suit succeeds Global warming must be fought from outside the capitalist system by establishing socialism,2022-04-30 21:33:51+00:00,2022,4
142,Yeah sure and Obama bought sea front property to save someone else from buying it and losing it due to global warming,2022-04-30 21:33:19+00:00,2022,4
143,it was going to be the next ice age,2022-04-30 21:32:59+00:00,2022,4
144,Global Warming has been an issue since the End of The Ice Age Hence End of the Ice Age GlobalWarming,2022-04-30 21:32:24+00:00,2022,4
145,s it,2022-04-30 21:31:20+00:00,2022,4
146,If ure still on white mode you deserve the global warming,2022-04-30 21:31:12+00:00,2022,4
147,4 My wishlist from EU governments to speed up the road to net zero a Focus more on education kids and adults around the urgency of action to save humankind from global warming its not about the planet its about the possibility to live on it,2022-04-30 21:30:22+00:00,2022,4
148,Venus planet of love Was destroyed by global warming Did its people want too much too,2022-04-30 21:29:28+00:00,2022,4
149,but the global warming links I posted showed up for a second with a 1 then that disappeared immediately Can you see a post here with 3 links in it If not then Elon is actually worse than Twitters original owners,2022-04-30 21:29:15+00:00,2022,4
150,Hola idiotas Global warming isnt a prediction It is happening Its so simple,2022-04-30 21:28:09+00:00,2022,4
151,energy transition thingy made me laugh the language perfectly captures the supposedly trivial nature of moving from oil to windsolar If only we would just choose renewables this whole global warming thingy would just like go away Like tomorrow,2022-04-30 21:27:47+00:00,2022,4
152,the root of Religious Extremism Hunger Poverty Dumb Laws Tyranny Global Warming Racism etc,2022-04-30 21:27:08+00:00,2022,4
153,personal anecdotes are worthless in science My grandpa is 90 and has been smoking cigarettes since he was a late teenager and he has not developed any serious lung problems That doesnt mean cigarettes are safe You sound a lot like global warming deniers,2022-04-30 21:26:51+00:00,2022,4
154,,2022-04-30 21:26:37+00:00,2022,4
155,If so his freedom of speech is utter bullshit,2022-04-30 21:24:32+00:00,2022,4
156,,2022-04-30 21:24:07+00:00,2022,4
157,gt Natural Disaster,2022-04-30 21:23:52+00:00,2022,4
158,was destroyed by global warming,2022-04-30 21:23:04+00:00,2022,4
159,,2022-04-30 21:21:15+00:00,2022,4
160,When Bushfires raged a leader we had noneHe was too busy in Hawaii laying back in the sunThen came the floods flood victims cried out in despairAnother major natural disaster and our leader wasnt there,2022-04-30 21:21:11+00:00,2022,4
161,,2022-04-30 21:20:52+00:00,2022,4
162,,2022-04-30 21:19:38+00:00,2022,4
163,,2022-04-30 21:14:56+00:00,2022,4
164,Cutting down the Amazon is a worse problem than global warming Oh excuse me they changed that to climate change which I am sure the world has never done before without humans around,2022-04-30 21:14:39+00:00,2022,4
165,,2022-04-30 21:14:08+00:00,2022,4
166,I was born cool but Global Warming made me hot,2022-04-30 21:13:59+00:00,2022,4
167,In 50 years from now humans will be underwater due to global warming and we will be crying What a funfilled time that will be What will be next,2022-04-30 21:13:16+00:00,2022,4
168,s why they dole it out like candy We are the carbon they want to reduce with global warming,2022-04-30 21:13:08+00:00,2022,4
169,,2022-04-30 21:12:53+00:00,2022,4
170,then the nuclear facility is exactly the last of your problems,2022-04-30 21:11:46+00:00,2022,4
171,,2022-04-30 21:11:19+00:00,2022,4
172,does anyone think global warming is a good thing I love jeon jungkook i think hes a really interesting artist,2022-04-30 21:09:02+00:00,2022,4
173,,2022-04-30 21:08:35+00:00,2022,4
174,On top of all of this you still dont understand the context behind his statement It was about global warming not health You and the other dunce Rogan STILL dont get that Look it up,2022-04-30 21:07:40+00:00,2022,4
175,boyfriend and i are currently stuck in a conversation with someone ranting about how global warming doesnt exist,2022-04-30 21:07:08+00:00,2022,4
176,Im a hunter and a conservationist in order to preserve this beautiful countryside for my son and future grandkids Environmentalist want to stop pollution and global warmingI gotta feel like we can find synergy rather that a fight,2022-04-30 21:05:09+00:00,2022,4
177,,2022-04-30 21:04:51+00:00,2022,4
178,open borderssupport of WEFglobal warming bs,2022-04-30 21:03:30+00:00,2022,4
179,If everyone hates Elon Musk then why hasnt there been any attempts on his lifeThere are OBJECTIVELY better things to do with 44 billion than buy Twitter such as ending world hunger or saving the world from the worst possible effects of global warming,2022-04-30 21:02:46+00:00,2022,4
180,Infact a vast majority would point towards it and when you look at the statistics in production industries and the removal of vast green areas its easy to see,2022-04-30 21:01:12+00:00,2022,4
181,Thought ExperimentWhite evangelicals have previously said a natural disaster in a blue state is punishment by godSo my question Tornados in Kansasa punishment from god of white evangelicals for being haters of everyone not like them Racists Masaginists Goose gander,2022-04-30 20:59:53+00:00,2022,4
182,,2022-04-30 20:57:48+00:00,2022,4
183,An angst thought what if Alex accidentally partially mantled Dagon As a being natural disaster and destruction its probably more likely then I initially though,2022-04-30 20:57:31+00:00,2022,4
184,The Rook is an implement that can save lives and help communities recover after a natural disaster and were glad to have it ready as this years storm season approaches44,2022-04-30 20:56:46+00:00,2022,4
185,,2022-04-30 20:54:21+00:00,2022,4
186,,2022-04-30 20:52:48+00:00,2022,4
187,It used to be 2nd highest in players,2022-04-30 20:51:56+00:00,2022,4
188,It seems as if the right just does not care about global warming,2022-04-30 20:50:43+00:00,2022,4
189,A climate activist will look you in the eye and tell you global warming is the largest existential threat to humanity and will destroy the planet but when you tell them the solution to this doomsday problem already exists nuclear theyll literally just say isnt it dangerous,2022-04-30 20:50:24+00:00,2022,4
190,,2022-04-30 20:49:19+00:00,2022,4
191,,2022-04-30 20:48:35+00:00,2022,4
192,Sup Global warming isnt a prediction It is happening Its so simple,2022-04-30 20:48:10+00:00,2022,4
193,,2022-04-30 20:47:07+00:00,2022,4
194,,2022-04-30 20:46:43+00:00,2022,4
195,s been the coldest winter spring on record in western Canada I think an ice age will kill us all,2022-04-30 20:46:37+00:00,2022,4
196,Destroy Law Enforcement not care about inflation and deal with the elusive climate change previously called Global Warming but they realized that was too easy to disprove,2022-04-30 20:45:17+00:00,2022,4
197,If republicans had their way there would be no electric cars ever Right minded people that believe our planet is in danger due to global warming were his first supporters,2022-04-30 20:45:04+00:00,2022,4
198,Omg its a nice day out No one I know personally has died in global warming yet Aint see it man So Im just going to block you,2022-04-30 20:43:39+00:00,2022,4
199,,2022-04-30 20:42:37+00:00,2022,4
200,AOC Global warming is coming but we regular folks call it Summer you are not regular folk you are irregular folk dumbasses That is all carry on idiot,2022-04-30 20:41:02+00:00,2022,4
201,s hot as shit outside global warming,2022-04-30 20:40:01+00:00,2022,4
202,,2022-04-30 20:40:00+00:00,2022,4
203,disease for the most part and soon aging but not ourselves Where once our societies were ruined by a natural disaster or a plague we are now ruined by our bodys desire for the path of least resistance and dopamine addiction,2022-04-30 20:37:42+00:00,2022,4
204,s also a huge contributor to global warming now that were at the hype of it again since they made leaded fuel unleaded,2022-04-30 20:37:39+00:00,2022,4
205,,2022-04-30 20:35:44+00:00,2022,4
206,It was expected for 1975,2022-04-30 20:35:35+00:00,2022,4
207,You wont believe their BS global warming,2022-04-30 20:35:22+00:00,2022,4
208,Climate Change is another thing Nothing divides a fan base quicker than preaching Man Made Climate Change formerly known as Global Warming until liberals realized the world is actually cooling More shit like this and Im selling my 2 300 tickets,2022-04-30 20:35:13+00:00,2022,4
209,Venus planet of loveWas destroyed by global warmingDid its people want too much too Did its people want too much,2022-04-30 20:32:44+00:00,2022,4
210,daddy in the Twitter handle Quelle surprise You think Im not aware of the sexobsessed pseudoprogressive spiritualist corner of psychotherapyYou are to psychotherapy as those 23 of climatologists who deny global warming are to natural sciences 14,2022-04-30 20:30:38+00:00,2022,4
211,,2022-04-30 20:30:38+00:00,2022,4
212,This one is tough because its v much an example of the median voter being flat out wrong Following the median voter wouldnt give us the radical climate action we need to solve global warmingIm a big fan of citizens assemblies and sortition for this purpose tbh,2022-04-30 20:30:13+00:00,2022,4
213,I hate humans Given the scale of issues like global warming and epidemic disease we shouldnt underestimate the importance of a cando attitude to science rather than a cantaffordit attitude now shoo,2022-04-30 20:28:10+00:00,2022,4
214,t forget global warming,2022-04-30 20:27:32+00:00,2022,4
215,emmissions The contrails warms the planet even more than the GHGs from jetfuels Synthetic fuels and biofiels probably creates fewer contrails than kerosene But are they equally effective at that Key question,2022-04-30 20:26:53+00:00,2022,4
216,theyd tell you its a myth,2022-04-30 20:26:00+00:00,2022,4
217,,2022-04-30 20:25:03+00:00,2022,4
218,,2022-04-30 20:23:55+00:00,2022,4
219,The best way to view this crisis in Ukraine is the way in which you view a natural disaster like a flood earth quake hurricane wildfire volcano or tsunami because that is basically what it is,2022-04-30 20:23:48+00:00,2022,4
220,Global warming is bad But moving people to a desert and raping the resources seems just as bad Blaming that on Global warming seems like a cop out,2022-04-30 20:23:42+00:00,2022,4
221,theyve been saying the sky is falling for centuries Theyve used global warming and climate change for the last 60 years If the strong nuclear force were to change an infinitesimal amount life the universe and all elements but hydrogen would explode,2022-04-30 20:23:37+00:00,2022,4
222,not just Carbon Dioxide So even if this pattern holds true and means what you suggest it doesnt discredit the problem of global warming,2022-04-30 20:23:17+00:00,2022,4
223,I wear long sleeves when Im out walking because I burn amp peel so badly,2022-04-30 20:23:15+00:00,2022,4
224,They are working to destroy the planet Most corporations are not much better They put profit over people Apple being evil doesnt excuse ExxonMobil,2022-04-30 20:23:01+00:00,2022,4
225,m asking what specific mechanism causes the earthquakes as it regards changing climate,2022-04-30 20:22:36+00:00,2022,4
226,did you know that global warming is blue,2022-04-30 20:20:46+00:00,2022,4
227,Nothing screams more gen z than online virtue signalling about Global Warming from your latest iPhone you bought that was made in Chinese factories even tho your previous iphone was still in good condition,2022-04-30 20:18:29+00:00,2022,4
228,Shut up and listen Global warming is a real threat to our communities to everybody to everything Die soon,2022-04-30 20:18:07+00:00,2022,4
229,hot girl summer is almost here yeah time to hot girl melt hi global warming lt3,2022-04-30 20:15:27+00:00,2022,4
230,,2022-04-30 20:13:28+00:00,2022,4
231,New study finds global warming is accelerating the water cycle which could have significant consequences on the global climate system,2022-04-30 20:13:06+00:00,2022,4
232,That means when disaster strikes somewhere I go there and help clean up the mess if our colleagues are in trouble we help them get out of there eg a building is burning down or a natural disaster is endangering people,2022-04-30 20:11:01+00:00,2022,4
233,NO REASON FOR IT amp the tone of disgust I dont expect Democrats to be perfect or even very good I criticize them when I disagree but its the only lifeboat we have If I was going to be furious at them it would over global warming but I know better,2022-04-30 20:09:04+00:00,2022,4
234,,2022-04-30 20:08:41+00:00,2022,4
235,natural disaster relief and that type of thing I know there is the chance of overseas deployment and im highly aware of all the BS that happened with Iraq and all thatif it came down to it i know i will not obey an illegal or immoral order,2022-04-30 20:08:33+00:00,2022,4
236,,2022-04-30 20:07:43+00:00,2022,4
237,DC WA OR UT S America rain forest amp Australia to push global warmingclimate change agenda to blame God for the fires aka blasphemy Dark tares also used the opium BS to rob so many white neighborhoods pissing off over 1M americans especially when it caused the LA port,2022-04-30 20:06:21+00:00,2022,4
238,its like putting the blame for global warming on the common population instead of blaming and charging the authorities and capitalists,2022-04-30 20:06:11+00:00,2022,4
239,but the Arctic will open up more with global warming with its resources and RU seemingly has a monopoly there for now RU knowledge of it is also expanding more fastly than before,2022-04-30 20:06:05+00:00,2022,4
240,re telling me Pyramids caused global warming,2022-04-30 20:06:04+00:00,2022,4
