,Month,Year,Date,new_text
10171,Dec,2022,2022-12-31,you have a hatable face only by planting trees we will be able to overcome global warming being stupid should be a crime
10172,Dec,2022,2022-12-31,im mildly chilly this summer therefore global warming isnt happening
10173,Dec,2022,2022-12-31,its communist bullshit
10174,Dec,2022,2022-12-31,yeah if a guy refers to another man as big bro and top g so loosely lol theres a bigger problem i dont get how people can defend and look up to others when you dont even know these people this man thinks global warming is the sun being hot lmaooooooooooooooo
10175,Dec,2022,2022-12-31,
10176,Dec,2022,2022-12-31,
10177,Dec,2022,2022-12-31,illegal is now undocumentedso goes the dialoguewhat are lies called how about truth
10178,Dec,2022,2022-12-31,she is a paid actor in the farcical netflix flop of global warming
10179,Dec,2022,2022-12-31,
10180,Dec,2022,2022-12-31,
10181,Dec,2022,2022-12-31,remember when they were advocating for global warming and even gave the time frame whats gona happen the years has come and gone and nothing happened and now they come up with climate change they are criminals stealing money
10182,Dec,2022,2022-12-31,
10183,Dec,2022,2022-12-31,s good so far 9 hours in and a natural disaster or new pandemic hasnt hit
10184,Dec,2022,2022-12-31,t believe in climate change everything is global nowadays global warmingpandemic
10185,Dec,2022,2022-12-31,there is no such thing as green energy only foolish waste we need more coal oil and gas production asap
10186,Dec,2022,2022-12-31,s a lot of global warming goodness
10187,Dec,2022,2022-12-31,it would be a great gift for all your liberal global warming friends
10188,Dec,2022,2022-12-31,i lived in europe too so i get that the mentality is different but likeat the end of the day i just want people to get along and like understanding i know people here were probably making fun but global warming isnt a joke either
10189,Dec,2022,2022-12-31,based on a unproven hypothesis that human are causing global warming btw the majority of scientists believe climate change is a natural process
10190,Dec,2022,2022-12-31,the fossil fuels and big oil pay their salaries
10191,Dec,2022,2022-12-31,t that amazing john what with all that catastrophic global warming going on how can it be so you dont suppose that agw thing is just a scam do you
10192,Dec,2022,2022-12-31,
10193,Dec,2022,2022-12-31,global warming is a fraud it is the religion the atheists agnostic fascist left elitists govt uses to rule over the serfs they bow to baal abortion killing of babies is their blood sacrifice at the planned parenthood altar of satanthe world will not end ever
10194,Dec,2022,2022-12-31,there is a lot of rain we could have had snow if not for global warming
10195,Dec,2022,2022-12-31,
10196,Dec,2022,2022-12-31,and people still believe his lies even when time has proved him wrong
10197,Dec,2022,2022-12-31,fyi according to top scientists 50000 yrs ago temp was 25 degs warmer than today any idiot liberalswoke individuals want to talk global warming instead of basic evolution today
10198,Dec,2022,2022-12-31,whatz the effect and contribution of fire crackers towards global warming
10199,Dec,2022,2022-12-31,i keep hearing everyone say that its so warm at the end of december because of global warming but that is false i believe that this particular instance is being caused by the fiery gates of hell opening wide to welcome its newest resident pope benedict
10200,Dec,2022,2022-12-31,all global warming ngo and pollution watchdogs are eternally thankful for oxygen emitting co2 sucking fireworks welcoming new year 2023happynewyear happynewyear2023 welcome2023 fireworks
10201,Dec,2022,2022-12-31,
10202,Dec,2022,2022-12-31,you global warming nazis
10203,Dec,2022,2022-12-31,everyone started to understand that she is the puppy of the lobby behind her that cover their image behind global warming every one started to understand that the biggest bs of history including tate
10204,Dec,2022,2022-12-31,
10205,Dec,2022,2022-12-31,there is no global warming and no climate change crisis
10206,Dec,2022,2022-12-31,snowball earth then global warming seems like eternal bullshit would be the proper term
10207,Dec,2022,2022-12-31,
10208,Dec,2022,2022-12-31,
10209,Dec,2022,2022-12-31,amp decided they could milk more money out of the populations of the world if they made it global warming amp then climate change clever magic trick but we are no longer under their spell freedom
10210,Dec,2022,2022-12-31,hola idiotas given the scale of issues like global warming and epidemic disease we shouldnt underestimate the importance of a cando attitude to science rather than a cantaffordit attitude being stupid should be a crime
10211,Dec,2022,2022-12-31,greta thunberg global warming from anybody my first thought is the person is a criminal or a terrorist
10212,Dec,2022,2022-12-31,t knowthat looks like global warming to me
10213,Dec,2022,2022-12-31,aliens were about to invade when they observed global warming and zorg was like let them cook
10214,Dec,2022,2022-12-31,t know the difference between a snow storm mixed with hurricane winds compared to lake effect snow the amount of snow wasnt the issue and stop using a blizzard from almost 40 years ago as a defense against global warming lmao what is your issue
10215,Dec,2022,2022-12-31,i am also concerned about climate change or global warming but am considering buying ocean front property
10216,Dec,2022,2022-12-31,it was clever climate change global warming thermostat we can laugh at this as well as small dick energy cant we
10217,Dec,2022,2022-12-31,yall dont believe in global warming but it should not be 70 degrees outside in december
10218,Dec,2022,2022-12-31,because it doesnt mean that and no experts claim that but the average temperature has risen more quickly than any time in earths history due to human factors ill trust scientists who show their work
10219,Dec,2022,2022-12-31,
10220,Dec,2022,2022-12-31,
10221,Dec,2022,2022-12-31,first day of 2023 i am hoping 2023 brings peace to ukraine and other war zones that famine ceases covid dies out and global warming stops too optimistic probably i can but hope it has to be better happynewyear2023 welcome2023 ukrainerussiawar famine goodbye2022
10222,Dec,2022,2022-12-31,my hope for 2023 is solving global warming and end the war of ukraine
10223,Dec,2022,2022-12-31,so lets make a home out of straw and sticks and then well know if the apocalypse hits we can always rebuild after we get hit by a natural disaster
10224,Dec,2022,2022-12-31,
10225,Dec,2022,2022-12-31,as of nov 09 2020 the people of that region are recognized as residents of azerbaijan but 1 why should there only be humanitarian aid was there a natural disaster that closed access 2 intl law states that any people are entitled to self determine their fate
10226,Dec,2022,2022-12-31,un predicts disaster if global warming not checked39 years later2022 i predict disaster if global warming scam not checked
10227,Dec,2022,2022-12-31,hypothetically speaking if there was a natural disasterlets say a hurricane in lets go withpuerto rico the president could do something to help interesting
10228,Dec,2022,2022-12-31,one caller blamed everything including global warming and the great depression in the 30s on him i have never seen why people do not rate him
10229,Dec,2022,2022-12-31,
10230,Dec,2022,2022-12-31,global warming
10231,Dec,2022,2022-12-31,woo global warming this brainwashed that her child hood was ruined by being thrown to the world of political ideology and agenda
10232,Dec,2022,2022-12-31,stop playing games and making yourself rich at the expense of those who cant pay there bills and eat both
10233,Dec,2022,2022-12-31,s going to kill millions there bud
10234,Dec,2022,2022-12-31,he has conversations most people cant have those anymore his episodes are pretty fascinating i watched 2 episodes on global warming one pro and one con normally those topics would bore me to death i was intrigued with both episodes to say the least
10235,Dec,2022,2022-12-31,these must have have global warming back in 1977
10236,Dec,2022,2022-12-31,believe me vegetables are the greatest threat in our country to my campaign fake news media says pretend global warming is worse big deal
10237,Dec,2022,2022-12-31,its still global warming that causes drought rainfall and storms to become more intense
10238,Dec,2022,2022-12-31,finally that global warming winter coming through it was feeling like the early 2000s with that single digit temp last week
10239,Dec,2022,2022-12-31,did you know that global warming is green
10240,Dec,2022,2022-12-31,flooding is moisture technicallyyes environmental activists simply arent willing to give up the power and influence that global warming has allotted them it is what it is
10241,Dec,2022,2022-12-31,which could stop global warming
10242,Dec,2022,2022-12-31,the world has plenty of cold where did this global warming narrative come from
10243,Dec,2022,2022-12-31,global warming really caused by whipped cream during holidays too lazy to yank out heavy kitchenaid stand mixer rediscovered whipping cream with the whisk the kind with little balls on it stirred and stirred and it became the best environmentally friendly whipped cream ever
10244,Dec,2022,2022-12-31,global warming is a myth t even prove yet
10245,Dec,2022,2022-12-31,global warming through nat geo
10246,Dec,2022,2022-12-31,lucky for you ive got enough chill to stop global warming
10247,Dec,2022,2022-12-31,s axis wobble effect on global warmingits completely normal and caused by naturehumans have no impact on climate
10248,Dec,2022,2022-12-31,re footballs global warming
10249,Dec,2022,2022-12-31,c c is just another nothing burger what t f happened to global warming
10250,Dec,2022,2022-12-31,prediction 5global warmingthe citizens will suffer greatly from cold wind heat rain and snow they will be further tormented by quarrels hunger thirst disease and severe anxiety6
10251,Dec,2022,2022-12-31,so much for global warming
10252,Dec,2022,2022-12-31,such are the tidey pods that encapsulate the natural disaster economic whirlpool
10253,Dec,2022,2022-12-31,karens forehead because they just wont shut up and blowing all their hot air heating up the atmosphere and causing global warming
10254,Dec,2022,2022-12-31,
10255,Dec,2022,2022-12-31,i said if a store is in ruins because of a natural disaster and the food items are damaged and unsellable then looting those items doesnt hurt anyone because they are going to be thrown out
10256,Dec,2022,2022-12-31,the climate changes good job dwight i guess global warming wasnt scary enough try try again
10257,Dec,2022,2022-12-31,s like global warming a hoax invented by ugly people
10258,Dec,2022,2022-12-31,hes been the answer to my prayers and has done much to save america from those who wish to destroy american democracy put protections in place to minimize covid policies to increase taxes for the rich infrastructure employment us manufacturing amp reduce global warming
10259,Dec,2022,2022-12-31,s not ok to enfore illegal lockdown for the fake pandemicbut its ok to enfore illegal lockdown ban petrol diesel vehicles shut down factories etc etc to stop fake global warminginteresting
10260,Dec,2022,2022-12-31,you lot you spend all your time thinking about dying like youre going to get killed by eggs or beef or global warming or asteroids
10261,Dec,2022,2022-12-31,did you know that global warming needs proper care
10262,Dec,2022,2022-12-31,re wearing a coat must be youre in an area thats affected by global warming
10263,Dec,2022,2022-12-31,
10264,Dec,2022,2022-12-31,you drive 60mph in a 60mph zone then you start accelerating until you hit 120mph are you now driving under the 60mph speed limit no because you did not deaccelerate at any point you are still doing 120mph this is exactly what is happening with the global warming
10265,Dec,2022,2022-12-31,constitution prevents the establishment of an official religion like the church of england nothing against teaching the bible in schools hell they teach global warming in schools and that takes more faith than most religions
10266,Dec,2022,2022-12-31,
10267,Dec,2022,2022-12-31,s honestly insanity like yeah shes spunky and all but shes a 19 year old whos going hey we should probably look at this global warming thingi find it pretty dang logicalthough she is rich and pretends not to be so there is that
10268,Dec,2022,2022-12-31,venus planet of love was destroyed by global warming did its people want too much too did its people want too much
10269,Dec,2022,2022-12-31,when asked 1205 people not one could answer that global warming is a crock oh what the ozone layer has closed and were heading for a miniice age i would start looking at other career options
10270,Dec,2022,2022-12-31,hope this applies to the science basis of the unipcc theory that the 004 of the atmosphere that is carbon dioxide co2 is the controlling force of earths climate amp causes an observable global warming temperature
10271,Dec,2022,2022-12-31,just as oil companies rejecting climate change is expectedmen amp oil barons dont care that patriarchy amp global warming respectively harms them toothus our priority should be liberating nonmen not rehabilitating misogynists 22
10272,Dec,2022,2022-12-31,t you mean the largest climate hustle remember we are supposed to be in an ice age now 50 plus years amd the scam is still alive global ice age to global warming to climate change hard to argue climate change it does change with the seasons
10273,Dec,2022,2022-12-31,solved hunger and war global warming too
10274,Dec,2022,2022-12-31,including disease global warming and and pollution related crises other than that sure lets have a normal year
10275,Dec,2022,2022-12-31,im hella woke when it comes to climate changes and shit i dont take that shit light and trump never even thought global warming was real now look at us
10276,Dec,2022,2022-12-31,t the wine making process contribute to global warming
10277,Dec,2022,2022-12-31,m sure some nutter will say hes there because of global warming or brexit
10278,Dec,2022,2022-12-31,bring on global warming eh
10279,Dec,2022,2022-12-31,global warming is the greatest threat humanity has ever faced and still we have flatearth thinkers like you who cant be convinced its even real along with climate change itself people like you are the gravest threat we face
10280,Dec,2022,2022-12-31,what has she done to deserve it did she tell us some truths we didnt know before was she eloquent about a discovery made by someone elsedid she discover some solutions to global warming who elevated her co2
10281,Dec,2022,2022-12-31,global warming is an expensive hoax googoo gaga inside job was my first word
10282,Dec,2022,2022-12-31,
10283,Dec,2022,2022-12-31,
10284,Dec,2022,2022-12-31,t have a top fav but i do have a fav for certain categories of games like for simulators it would obviously have to be bee swarm but i have fav games for survival such as natural disaster survival as well
10285,Dec,2022,2022-12-31,
10286,Dec,2022,2022-12-31,
10287,Dec,2022,2022-12-31,but my point is that there is no evidence that it does eitherits an unmeasurable statementlike wmds global warming and terrorism its another invisible boogyman designed to keep the masses in a perpetual state of fear
10288,Dec,2022,2022-12-31,a dream to think that on top of falling asleep april would even have a dream hehe tomorrow the world might end by natural disaster
10289,Dec,2022,2022-12-31,this is the effect of global warming i am glad you are realizing instead of still confusing climate change with weather or was your post an only accidental truth
10290,Dec,2022,2022-12-31,all the science that declared that global warming is a future that will cause great harm to earth and all of its inhabitants could be wrong so do we just oppose the scientists and believe what we chooseone thing going for it use for less brain energy
10291,Dec,2022,2022-12-31,s not about global warming its about taking our money and controlling us period btw we are not going to all die in the next 10 years from the climate changing
10292,Dec,2022,2022-12-31,sadly people will attack her because their politics dictate so global warming fake green energy bad
10293,Dec,2022,2022-12-31,global warming is a bitchim outside right now bout to make a quick trip to a package store and i dont even kinda need a jacket or hoodie smh
10294,Dec,2022,2022-12-31,where is your indignation related to the wildlife harmed or killed by wind turbines used to reduce global warming
10295,Dec,2022,2022-12-31,we all know warming wasnt fitting their narrative so they went with climate change according to dole manhattan should be under wateryou still believe in leprechauns also
10296,Dec,2022,2022-12-31,to refute global warming you would need to either show that no trend exists since the industrial revolution or find an alternative explanation for the trend
10297,Dec,2022,2022-12-31,
10298,Dec,2022,2022-12-31,adding up all the high and low temperatures for the year 2022 the average temperature was 4158 f this compares to the current yearly average of 4150 not exactly global warming
10299,Dec,2022,2022-12-31,is sending at the same time one polish citizen exen organizes and sends 42 allterrain cars to ukrainecome down to earth and fix your aluminum cap so the sun reflects well off it and wont increase global warming
10300,Dec,2022,2022-12-31,whats funny is the people amp yelling about global warming are the law makers that allowed companies to polute our air water amp soil
10301,Dec,2022,2022-12-31,i love that it was 60 degrees in new england yesterday
10302,Dec,2022,2022-12-31,
10303,Dec,2022,2022-12-31,is it since trudeau was elected or since we legalized cannabishas it been since global warming had become more if an issue or since gas prices went updo you have any idea
10304,Dec,2022,2022-12-31,in one form or another for over 60 years climate change global warming mini ice age well all be dead in 15 years yadayadayada all bullshit and it will recycle again with the greta thundberg generation
10305,Dec,2022,2022-12-31,oh fuck global warming is serious
10306,Dec,2022,2022-12-31,hopefully they will not be able to think on their own and doubt the quasireligious global warming ideas
10307,Dec,2022,2022-12-31,god will guide your team to victory after you are victorious we will take back topeka and put an end to global warming caused by the leftists cristianoronaldo
10308,Dec,2022,2022-12-31,to global warming
10309,Dec,2022,2022-12-31,amp youre just giving billions in tax payer money to yourselves amp your friends
10310,Dec,2022,2022-12-31,haha wow global warming sure cant explain that
10311,Dec,2022,2022-12-31,
10312,Dec,2022,2022-12-31,
10313,Dec,2022,2022-12-31,global warming fuckin up the ambient temperature i need it to stay warm or cold stop switching up
10314,Dec,2022,2022-12-31,fuck me someone speed this global warming craic up
10315,Dec,2022,2022-12-31,
10316,Dec,2022,2022-12-31,you must remember is disliked by many people because of her stand on global warmingand comes across as quite arrogant
10317,Dec,2022,2022-12-31,the scam of global warming comes to mind god controls the climate not flawed human beings
10318,Dec,2022,2022-12-31,
10319,Dec,2022,2022-12-31,i love seeing mother nature fight back against humanity we invented daylight savings time she invented global warming she really understands the deadly toll seasonal depression takes on millions every year
10320,Dec,2022,2022-12-31,its almost 70 degrees outside and i notice the its cold outside so global warming is a hoax crowd have vanished lol
10321,Dec,2022,2022-12-31,the few that i have found such as an attempt to correlate global warming with floods in pakistan make no effort to chart the history of floods in pakistan to prove a case
10322,Dec,2022,2022-12-31,
10323,Dec,2022,2022-12-31,finds was forclimatic and ecological sustainability leads strikes that create even more climate change strikes globally encourages young amp old people to fight against global warming shes a huge climate activist her impact has been studied in yale
10324,Dec,2022,2022-12-31,hey governor newsom if we are in a so called drought and have global warming how about you take all this rain thats coming down and keep it here in california and not let it run into the ocean
10325,Dec,2022,2022-12-31,you will realise that global warming or as you now call it climate change because it covers the flaws in your argumentits rubbish nonsense and an excuse to raise taxes x
10326,Dec,2022,2022-12-31,climate change global warming is a hoax to justify more taxes on the people to eat bugs creeps
10327,Dec,2022,2022-12-31,
10328,Dec,2022,2022-12-31,whats gucci if each one of us does our bit we will be helping to keep global warming from harming our countries its so simple
10329,Dec,2022,2022-12-31,ok its 1231 sitting under the awning in the northeast ready to bbq some vegan perhaps theres something to this global warming thing after all
10330,Dec,2022,2022-12-31,saying that climate change is false doesnt exist and is created by big companies to sell more is a conspiracy theory because you have no evidence climate change and global warming are observable and observed phenomenon those are facts
10331,Dec,2022,2022-12-31,i dont have any special awareness of how the game will play out i just hope michigan loses every game until global warming causes lake eerie to rise and expand until the entire campus is overtaken
10332,Dec,2022,2022-12-31,did you know that global warming need to be loved
10333,Dec,2022,2022-12-31,happy new yeari wish global warming would be removed in this new yearhappynewyear2023 happynewyear newyear globalwarming
10334,Dec,2022,2022-12-31,because the global temperature of the planet is actively risingand you just dont understand what a conspiracy theory is lmaooit is a theory that cant be proven right or wrong and usually involved a strong negation of any authority or power
10335,Dec,2022,2022-12-31,s vineyard if he believes in global warming 15m is a lot to pay if the coastline will flood like they say it will
10336,Dec,2022,2022-12-31,please post some sources so i can see these loads of scientists that say global warming is bs spoiler alert climate change is a fact and it is a fact that human beings are responsible period
10337,Dec,2022,2022-12-31,no wonder we shouldnt talk to them theyre out of their minds when i leave a job interview theyre flabbergasted cant believe what i say theres the sun maybe thats a way out i dont remember the sun having a big 75 on it i predicted global warming i could feel
10338,Dec,2022,2022-12-31,warming and do not understand that it is the oceans that are warming and causing the changes in the weather patterns their fear or stupidity i believe keeps them ignorant of the actual concepts of global warming40degreesfhere
10339,Dec,2022,2022-12-31,if global warming is truly a crisis why are we importing millions of people with a carbon footprint lt4 into the us where the average carbon footprint is gt17
10340,Dec,2022,2022-12-31,
10341,Dec,2022,2022-12-31,for the longest time i thought i was inherently ugly because i didnt have straight hair so now im going to tell you that curly hair gives me an evolutionary edge on everybody because curly hair actually prevents ur head from overheatingi will survive global warming
10342,Dec,2022,2022-12-31,global cooling was a minority position much as opposition to global warming is currently a minority position
10343,Dec,2022,2022-12-31,
10344,Dec,2022,2022-12-31,cars and all types of shit are causing global warming the sun will die out in the future like all other stars the planet is over populating there are many things in the recent future that can easily kill us
10345,Dec,2022,2022-12-31,just bs it hun
10346,Dec,2022,2022-12-31,amp part global warming to blame
10347,Dec,2022,2022-12-31,
10348,Dec,2022,2022-12-31,2c average cooling id be quite worried about a world with 3c global warming and 5c over land areas
10349,Dec,2022,2022-12-31,lol there is always ups and down in weather patterns
10350,Dec,2022,2022-12-31,shut up and listen if each one of us does our bit we will be helping to keep global warming from harming our countries now shoo
10351,Dec,2022,2022-12-31,that myth is being exposed along with much more treacherous behavior prepare for an explosion once the normies wake up i expect you and many of your colleagues will have a different kind of new year it will be a happy one
10352,Dec,2022,2022-12-31,
10353,Dec,2022,2022-12-31,there is no global warming
10354,Dec,2022,2022-12-31,had a wonderful year hope everyone had the same great year i had my favourite games are bss tds slap battles nds natural disaster survival been playing bss ever since the beginning your videos really motivated me to keep playing the game happy 2023
10355,Dec,2022,2022-12-31,
10356,Dec,2022,2022-12-31,what happened to global warming the blizzard that hit the east coast and trickled down through the states is proof that it exists gees you are completely clueless oh yeah biden won get over it
10357,Dec,2022,2022-12-31,as the original term caused confusion in less educated countriesas for math the trend line for the past 40 years has been going steadily upwards again math is disapproving your narrative its simple math
10358,Dec,2022,2022-12-31,
10359,Dec,2022,2022-12-31,give the old fart a break
10360,Dec,2022,2022-12-31,global warming
10361,Dec,2022,2022-12-31,s fake just like how climate change is fake they had to change the name from global warming to climate change bc its all fake
10362,Dec,2022,2022-12-31,
10363,Dec,2022,2022-12-31,
10364,Dec,2022,2022-12-31,how about providing some opposition to the whole climate change agenda
10365,Dec,2022,2022-12-31,3 you also failed to explore the philosophical amp organizational roots of the protest which date back to the 2019 united we roll truck protests against carbon pricing as a strategy to deal with climateemergency amp anthropogenic global warming cdnpoli
10366,Dec,2022,2022-12-31,it has not been shocking now compare that to the pictureofhealth athletes dropping dead of global warming
10367,Dec,2022,2022-12-31,m so sick of this going green nonsense it doesnt work its too expensive and global warming is a complete hoax
10368,Dec,2022,2022-12-31,he responded that it didnt matter because if they assumed it was they could implement all the things they wanted
10369,Dec,2022,2022-12-31,im not worried about global warmingim increasingly concerned about global tyranny
10370,Dec,2022,2022-12-31,please can you do a deep dive into the mechanics of the mrna method with a focus on the spike protein and how exactly this interacts with the human body divulge into why the main side effects are occuring im sick of the global warming level diagrams google offers
10371,Dec,2022,2022-12-31,safe and effective lies tooextreme weather events do not indicate global warming real scientists are telling us its cooling cyclicallygeo engineering is real
10372,Dec,2022,2022-12-31,is it politicized arguing not justice but powerthe donors include corporations like chevron which gave while embroiled in a 2021 supreme court case involving efforts by cities to hold the oil company accountable for its role in global warming 22
10373,Dec,2022,2022-12-31,global warming will be set back for another 100 years
10374,Dec,2022,2022-12-31,electric vehicles not being practical because its too cold for them to charge remember when they were randomly catching fire from flood damage
10375,Dec,2022,2022-12-31,on the cross he said it is finished he won no will in the equation if only the popes knew christ now back to global warming and protecting child didlers
10376,Dec,2022,2022-12-31,however he is the flip side of the same coin aka the good side he is a global warming guy he wants the tech in the head he wants all electric cars and the like sure he is for digital currency internet of things interconnectivity
