Date,User,Tweet
2022-06-30 23:33:42+00:00,HLibraryofLife,"So we can again have air pollution worse than China and water that catches on fire because they don't like the terns ""global warming"" and ""climate change?"" #SCOTUS"
2022-06-30 23:33:28+00:00,artemishunt69,"@JoJoFromJerz BEYOND!!  WE NEED ALL THE MILLENIALS ACUSTOMED TO ACTUAL FREEDOMS TO VOTE BLUE AND QUICK BEFORE THE HELLISH storms due to global warming jack up costal cities, no one has control over thier bodies and right wing white christian/racist oppressive laws are pushed down our throats!"
2022-06-30 23:33:03+00:00,SouthpawLeftist,@DonSalizar @symsthefirst @KohlheppSean @ksorbs *cough* global warming *cough*
2022-06-30 23:32:43+00:00,CatFosterers,@cbulletart I had completely forgotten that it was snowing with his Chelsea date. I think accelerated global warming is prob right 😅
2022-06-30 23:32:29+00:00,swdishgrl,@algore Remember when you said the North Pole would be ice free by the summer of 2013 from man made global warming???
2022-06-30 23:31:31+00:00,AngelaM54134627,"Hi, another random thought while I was walking, do you think all this concrete asphalt the buildings everywhere on the planet could be a crucial contributing factor in global warming?? Does everything we create have to be made a heat absorbing heat reflecting surfaces? Just askin"
2022-06-30 23:31:25+00:00,healing_energy4,@Gary_Dix000000n @BBCNews Oh dear you can't even write no wonder you don't know anything about global warming.
2022-06-30 23:31:21+00:00,mdzero1,"@guy_pharm @isabelleboemeke Lastly, claiming that global warming has been known about and nothing done signals clear intent is, well at best it's ignorant of how Congress works, but I'll give you more credit and just call it bullshit."
2022-06-30 23:30:58+00:00,bobbyjones89999,"@nprpolitics global warming will be catastrophic.

no immediate action of stopping fossil fuels, no more future generations of life on earth."
2022-06-30 23:30:47+00:00,SaDiRust,"@DineshDSouza I believe the entire problem with ""Global warming"" would be solved if they quit cutting trees, vegetation &amp; move into vacant houses instead of building!  Hello? Clean air...oxygen!"
2022-06-30 23:29:24+00:00,DaveKnowsU,"@markets Global warming, like pregnancy, or gun deaths, doesn't just happen. They all require humans to happen."
2022-06-30 23:29:04+00:00,Billibong7,@SenMastriano Do NOT vote for this man.  He doesn’t believe that global warming is real.  For god sake man pull your head out of the sand!
2022-06-30 23:28:52+00:00,ECOTerminator,"Shut up and listen. Only by planting trees, we will be able to overcome global warming. It's so simple,"
2022-06-30 23:28:14+00:00,Shelly22121758,"@Ma_RiiR @RyanShead @laurenboebert When the ""elite"" who always talk about climate change, global warming, global cooling etc, start taking the advice rhey give us, maybe I will believe them. Right now it's do as I say, not as I do. Nope. I'm done with all of them and their grifts"
2022-06-30 23:28:10+00:00,hoochmoochie,"@BarackObama I love how yall change the name to ""climate change"" because it's more generic than ""global warming "" and easier to trick people I to believing it because the climate has been changing for 1000s of years. Problem is for you losers, it's not because of what you say it is."
2022-06-30 23:27:31+00:00,Miltime8,"@SoCalCMH @BlendedUnicron @imillhiser So you’re saying trees prevent CO2 emissions from causing global warming? As in that’s the reason, according to you, that it isn’t happening?"
2022-06-30 23:27:27+00:00,Mustard35389585,"@j_b_trey @steve_vladeck Be interesting when Republicans have to figure out how to govern.  They can build a wall, of course; leave NATO; put tariffs on imports; but what about inflation, crime, prisons, global warming, energy, pandemics, pollution, housing shortage and future unemployment."
2022-06-30 23:26:22+00:00,ScottyJ604,"@Yayasview2020 @frugalsues @TheRealKeean @MyMuskokaLife I’m going to excuse this as just being uninformed.  The IoT industry definitely has the ability to has an impact on global warming.  Street and traffic lights can be operated off low power consumption routers, no need to send techs out to diagnose problems anymore…"
2022-06-30 23:26:04+00:00,notdanfromdc,@klejdys @DanMahowny Lol. He’s going to fly that jet and shoot down global warming.
2022-06-30 23:25:43+00:00,SaskaraNanda,@DziredRBLX Already see the same thing in natural disaster
2022-06-30 23:24:59+00:00,Goldkozy,@KUSINews So you point out all the problems however can not point to one success your global warming and the money you take from Californians.  Quadding down will still give you nothing @RealJamesWoods
2022-06-30 23:24:55+00:00,Tigergrad85,@ImCrius42 @grpapamark @bennyjohnson Looks as if I’m dealing with a global warming cultist.
2022-06-30 23:24:46+00:00,JohnCannonIV,"@williejack48 @seanhannity If you really care about the planet and global warming then address the issues with China and India. Nothing America does, even going to 0 carbon emissions will make a difference with China and India's current environmental policies. They basically have none."
2022-06-30 23:24:43+00:00,msgchief,"@ActionNewsJax Wait I thought it was climate change, I’ll have to put up my “global warming” decorations again😂, @ActionNewsJax 🤡 station"
2022-06-30 23:24:18+00:00,oscarwhittierca,"@WyattMargG Well I put 2 and 2 together, The Climate Changes, “nothing new “. Not preparing for Climate change is NEW. Storing water, clearing brush to avoid fires, recycling things that hurt our environment. We stopped doing all the common sense stuff to push global warming lies🤷‍♂️🙏🌎🇺🇸🙏😊"
2022-06-30 23:23:25+00:00,vtlook009,Since 1880 the average temp of the earth has raised 1.4 degrees. That pretty much puts the global warming theory to rest.
2022-06-30 23:23:10+00:00,Toke_a_Lot,"@GregAbbott_TX Sure more people will die of air pollution and global warming will increase even faster, but the coal companies that contribute money to you, will be happy."
2022-06-30 23:22:35+00:00,diialtwt,—was destroyed by global warming.—
2022-06-30 23:22:25+00:00,Shanebobtx,@TomFitton @libbyemmons There has been global warming for 10 thousand years.
2022-06-30 23:22:18+00:00,JustStevie66,@JoeBiden Democrats sell fear to boost their stock portfolios in green companies.  Global warming was changed to climate change because it still gets cold outside as an example.  AOC claims the world has 11 years left etc.  The world will end when the sun burns out in 100 million years.
2022-06-30 23:21:53+00:00,Shelly22121758,@Gerpy51 @RyanShead @laurenboebert Don't forget global warming. It's rebranded about every 10 yrs. Same crap though...just a grift to get your money.
2022-06-30 23:21:08+00:00,FrederickMarvi3,"@MrBluebird12 @svdate You forgot not giving a damn about the environment, dissing global warming, spreading hate of “others,” all things republicans stand for. Unfortunately, in those areas, Cheney is another typical republican."
2022-06-30 23:20:47+00:00,jeffharinck,"@nypost Oh no! It's the global warming climate change coming to get us! 
After all, it's never been warm before.
Just sayin'"
2022-06-30 23:20:01+00:00,BLeonardSuthe,"@severeweatherEU So, is this Global Warming?"
2022-06-30 23:18:32+00:00,unumTerram,"Just a reminder that capitalism is the cause of our poverty(2-3k billionaires/8Billion people), micro plastics all over the planet, including in women’s placenta and our blood, global warming, and the global rise of fascism. Thanks billionaires and corporations."
2022-06-30 23:18:21+00:00,Baby_TalkBot,"Global warming is an ""expensive hoax!"" GooGoo GaGa! ""Twump"" was my first word"
2022-06-30 23:17:40+00:00,privateimtiaz,"Instead of killing the cows to reduce global warming, how about reducing the work week to 4 days a week &amp; 5 hours a day?

You hire more people to maintain full employment and pay people a little bit less and instead of 2% inflation, target 2% deflation?

Equity &gt; debt? Yes?"
2022-06-30 23:14:02+00:00,bpchevy,@chrislhayes So global warming isn’t anymore?
2022-06-30 23:13:28+00:00,Bcrip84,@PhilHollowayEsq Is the us the only country contributing to global warming? The most populated countries in the world have little to no emission restrictions.
2022-06-30 23:13:02+00:00,SkankHu38968608,@POTUS lets get on global warming. What the hell.
2022-06-30 23:12:36+00:00,WTFJHT,"In its 6-3 ruling, the Supreme Court said the Clean Air Act doesn’t give EPA the authority to regulate greenhouse gas emissions from power plants that contribute to global warming."
2022-06-30 23:12:33+00:00,end_commun,@N_dee_eigh i mean is global warming not hurtling forward at just as fast a pace as ever ?? the epa obviously can’t save humanity
2022-06-30 23:12:30+00:00,hmbdaytona1,@TeamPelosi The people don’t care about global warming if they cannot put food on the table and gas in the tank. And doing both is getting harder every day.
2022-06-30 23:12:29+00:00,cannth18,"@Iightyagamiii global warming popping off in more ways than one,why my man mumbles at your house"
2022-06-30 23:12:15+00:00,NaviNous,"@DineshDSouza By now, denial of global warming should count as idiosyncratic Republican lunacy."
2022-06-30 23:11:53+00:00,tuweep,@votejenngray Global warming is all part of the plan.
2022-06-30 23:11:29+00:00,yodeputy,@BeckyRoberts58 @DineshDSouza Hot in texas? That's unheard of. Must be global warming LOL
2022-06-30 23:11:26+00:00,SkankHu38968608,@POTUS We have to stop global warming or nothing else matters.
2022-06-30 23:11:22+00:00,GJockChurchman,Now the US Supreme Court has made it illegal to stop industries emitting greenhouse gases. Makes you wonder about whether our great friend is a true democracy. An unelected body has banned the right of women to control their own bodies and now wants to ensure global warming!
2022-06-30 23:11:03+00:00,levelapt,@CNBC On the fast track for global warming?
2022-06-30 23:10:43+00:00,23SkidooSt,@WajahatAli @CarolAlmero1 Next thing you know all books/films on conservation and global warming will be banned. #DontSaySmog
2022-06-30 23:10:38+00:00,Publiuspective,"@FoxNews So, here’s the problem with a SCOTUS Justice even mentioning that in a dissent. It’s not SCOTUS’s job to save me from Global warming. Their entire job is 2-fold, 1. Protect and uphold the Constitution, 2. Resolve disputes between the Legislative and Executive branch. That’s it!"
2022-06-30 23:09:29+00:00,kariwonloser,@RyanShead @laurenboebert Depending on which science side your on. I spoke with a glaciologist asked his take on global warming. It’s both cycles and pollution but it’s not happening as fast as these nut jobs say it’s going!
2022-06-30 23:09:20+00:00,SkankHu38968608,@POTUS You have no choice but to pack the court they are destroying our planet. Do executive power or something nothing else matters if we do not curb global warming. NOW!
2022-06-30 23:08:03+00:00,louiesunflores,It’s funny how the future liberals want is just for people to have rights and for children to grow up in a world without global warming……… and people are AGAINST that.
2022-06-30 23:07:13+00:00,415GoldIsValue,"@JessicaVaugn ok you've come half-way to the logical side, Jessica. Next step is for you to realize that anthropogenic global warming is the biggest scam thrust upon humanity in 100+ years."
2022-06-30 23:06:22+00:00,DavidBoesch5,@LakeSuperior Look back at the history over the last 1000 years. These things happen along with global warming. Don't freak out people!
2022-06-30 23:05:45+00:00,BeezusQuimby3,"@BarackObama this is on you. you personally bear a great deal of responsibility. You opened up the arctic for drilling twice. You’ve bragged about how much oil was extracted in your presidency. You supported and pushed fracking.
A significant  % of global warming is because of YOU. wild, huh?"
2022-06-30 23:05:35+00:00,EricAEPA,@laurenboebert Hope your kids don’t like breathing. Overrated I say. I’m sure you think global warming is just god hugging you closer
2022-06-30 23:05:14+00:00,trumpquotesbot,"My fingers are more than me, believe me – we need global warming! I’ve said if Ivanka weren’t my office and my enemies tell"
2022-06-30 23:05:14+00:00,pi_slaught,"@Gerpy51 @RyanShead @laurenboebert Carl, global warming from atmospheric carbon dioxide was first predicted in 1896 by Svante Arrhenius. 

CO2 has been warming the planet since at least 1850."
2022-06-30 23:04:37+00:00,67brismith,@tom_wellborn3 @DanRather @OccamsPhi Back to global warming now? Or still climate change?
2022-06-30 23:04:28+00:00,harrys_hiatus,Harry is professing his love for the dangers of global warming constantly
2022-06-30 23:03:57+00:00,GrumpyInGeneral,"@fordnation And starving the public purse, while contributing to global warming instead of taking positive action."
2022-06-30 23:03:31+00:00,Piraiba_,@MonkeSle @ddofinternet 50 years from now when global warming melts some of the ice might be better 😂
2022-06-30 23:03:30+00:00,PRAGSback82,"@FoxNews @NewMax @NewsNation

Reportedly, the number one concern of our youth is global warming, protecting our environment.

Elderly, SCOTUS goes along with selfish commerce, not the kids.

Mining anyway will be performed robotically.

Put that in your pipe, right-wing parents."
2022-06-30 23:02:21+00:00,pi_slaught,"@laurenboebert @laurenboebert , why do you want  more global warming?"
2022-06-30 23:01:57+00:00,VladGarcia01,@WcornettIII @calfanatic @MarshaBlackburn It never will play out because the earth is starting to cool.  Why do you think the scam was renamed from global warming to climate change. Do u really think if Obama believed his own BS he would have bought a beach front mansion.
2022-06-30 23:00:53+00:00,DumbFacts5,did you know that global warming extremely massive
2022-06-30 22:59:57+00:00,NoKungFuForYou1,"@Doc_Hem_Onc @JamesMelville Global warming=bad weather=bad crops. Hard to get your head around living in harmony with your environment I know, but in the words of George Carlin ""Earth will be fine, people, well people are fucked""."
2022-06-30 22:59:23+00:00,Quisper6,The Supreme Courts decision on Global warming is disappointing- the should. E no room for politics (partisan or bipartisan)in a court system. Washington and the idiots who supposedly represent US are useless as tits on a I’ll.
2022-06-30 22:59:17+00:00,ExRP2022,"@DebbyB813 @RickyZimmerman1 @LohnJordan @DanRather Question. The world used to be covered in ice, then it all melted before humans roamed the earth. Do we consider that event global warming?"
2022-06-30 22:58:36+00:00,ExRP2022,"@LohnJordan @DanRather Question. The world used to be covered in ice, then it all melted before humans roamed the earth. Do we consider that event global warming?"
2022-06-30 22:58:30+00:00,peeteebird1,"@Kikokiki_txt @noliej In short order, the “supreme” court has weakened gun laws, eliminated federal pro-choice protections, and promoted global warming hastening the heating of the planet. What’s next?"
2022-06-30 22:58:24+00:00,Kissie_kay,"who's not equivalent and an Antonym to BC...but wouldn't that be AC? This is the hottest
summer of them all. What if the heat isn't global warming? What if the unnatural heat, is... #vss365 #poetry #spiritualawakening #writer"
2022-06-30 22:56:40+00:00,MartinBrampton,@Elizabe90736128 @WestOzDaz @DawnTJ90 @IngersolRobert @cjtjgeol @MikeDel21893959 @C0RRECT1ON @Robertbigbags @freddie07068768 @johnson_wrjohn1 @ianbrow97534170 @chimera414 @mikeworkman @KeillerDon @JohnPisulaMBA @mike_maric @JsharkJill @Stephen90045069 @OffGridTech_net @markp1950 @Royalacresrod @IcnirpMick @LeopoldDilge @Tcaddy5 @IanHugh07940666 @BrknMan @barleyNo2 @Dirmagnos @Tark4Real @weberj502 @LarsNewbould @HumbugSonof @WayneAllanH @docca75 @LesJohnsonHrvat @drfeedbacker @JosieLe62818667 @nick_advice @deirdreritchi10 @Barrtecforever @IanDJbrown2 @footofwrath @dick_zinno @insane_voice @BobANDE42235496 @plindseyusa @textranquilo @DickMackintosh @WinWithScience @douglasritz Only if you don’t understand global warming.
2022-06-30 22:55:50+00:00,BrianM70923520,"@AOC Yeah Pollution and Global Warming

Victory for you 

Sorry Earth you lose again"
2022-06-30 22:55:43+00:00,roscoex5,"America produces energy cleanly @DanRather .  Stop trying to solve global warming on the backs of Americans. $7.84 for a gallon of gas in Northern California is a gas tax from over-taxation.  From the 
@GavinNewsom regime. Not to mention a $97,500,000,000 surplus .  Yeah $97.5 b"
2022-06-30 22:54:20+00:00,DerferDarren,@HeatherLyWGRZ @WGRZ Freaking global warming
2022-06-30 22:54:17+00:00,pnattmbtc_,@TomCottonAR I thought global warming was the culprit.
2022-06-30 22:54:15+00:00,stpgop,"It's a warm day today. It's not global warming, it's Summer, it's supposed to be warm.  That said, drink plenty of water, electrolytes, avoid caffeinated and or sugary drinks.  Check on your neighbors to see how they are doing."
2022-06-30 22:54:14+00:00,t_baltz,"@amyklobuchar What happened to global warming? Oh that's right there is no global warming, it's a hoax."
2022-06-30 22:53:56+00:00,howmanyjokesun1,@billmckibben WE ALL NEED TO MOVE TO A PLACE WITH LESS GLOBAL WARMING LIKE CANADA! DAMN REPUBLICAN NAZIIS!!!
2022-06-30 22:53:38+00:00,Stp2100,"@shelley80774536 @DLasater_99362 @LakotaMan1 I like manatees too, but by far the biggest threat to them are boat strikes, not global warming…"
2022-06-30 22:53:25+00:00,YoUsagiShima,It's 7.50 am and 28℃. We Japanese are dead financially and dead by the global warming 😭
2022-06-30 22:53:21+00:00,StormySusan11,"@MattH_4America The Dems have been lying about  ""climate change"", which was called ""global warming"",  for decades. It's a money laundering scam."
2022-06-30 22:52:59+00:00,MarlinDBJr,"@ayokayejide @ReneePardue17 @BarackObama Name a place that climate change (global warming) has made ""unlivable"", and what displaced people came from there."
2022-06-30 22:51:00+00:00,BruceW291,"1/2: Oh, have I mentioned it yet? The Repub led SCOTUS has now taken power away from the EPA…!!! We are being devastated by global warming &amp; it will get worse sooner than later due to the incompetent Repub led SCOTUS! They are making horrific changes to safety regulations daily!"
2022-06-30 22:50:50+00:00,micklewave,"@originals1nner this is Louisiana, we’re always on the brink of natural disaster"
2022-06-30 22:50:16+00:00,WcornettIII,@VladGarcia01 @calfanatic @MarshaBlackburn Of course you will also experience the results of the global warming crisis when it plays out fully. You're evidently not on on the OuterBanks of North Carolina where beach homes are being washed away or in the Artic Waterways which never existed until now.
2022-06-30 22:49:52+00:00,ThinkerDj,@theSNP @NicolaSturgeon Global warming. C19. The war in Ukraine. Scotland's failure to qualify for the World Cup. Andy Murray getting knocked out of Wimbledon.  All WMs fault according to @NicolaSturgeon .  Shows what a side show she is.
2022-06-30 22:49:46+00:00,lastwordtoday,"@SnowbergerJon1 Given those are accurate (doubtful)
That’s a CFR 0.011

Less that the fake flu numbers we get every year. 

Dude, they are making this shit up on the fly.  They feed the numbers into the same computer model they use for Global Warming 

People unfortunately die every day!"
2022-06-30 22:49:46+00:00,TypingTyler,"@sweetteddy0 @YanceyVincent @NoLieWithBTC No one cares about your ignorant talking points, the data says that things may cause a displacement of literal billions of people, along with millions of natural disaster deaths.  Go take your meds."
2022-06-30 22:48:38+00:00,hateGOP,The Supreme Court has now dealt a huge blow to the fight against climate change by ruling 6-3 that the Clean Air Act does not give the Environmental Protection Agency (EPA) broad authority to regulate greenhouse gas emissions from power plants that contribute to global warming.
2022-06-30 22:48:22+00:00,ECOTerminator,"Get up soldier. Global warming is a real threat to our communities, to everybody, to everything. Being stupid should be a crime"
2022-06-30 22:48:19+00:00,christinekiss16,@FoxNews It’s called Armageddon not global warming.
2022-06-30 22:47:51+00:00,BobVill41378169,@OnlyFactsNTruth @warofbusiness @algore Florida can't go under water fast enough. Probably the only good thing about global warming
2022-06-30 22:47:36+00:00,InfoSnores,@queerantifa @troubledghoul seeing the frozen canadian nut vid makes you wish for global warming
2022-06-30 22:47:23+00:00,Presidentspank1,"@GOPChairwoman glad you are on the side of global warming, wilde fires, draught, and hurricanes"
2022-06-30 22:47:08+00:00,putittogether,"@AP ""...that contribute to global warming""

The Global Warming Cult will be stopped, with Science."
2022-06-30 22:46:41+00:00,velohistorian,"@tomatoshrimping @looknorthBBC What the ones who speed, close pass, kill and injury pedestrians, horse riders and cyclists? Then spout nonsense about cyclists not paying “car tax”when all roads are paid for out general taxation? Pollute the air so asthmatics cannot breathe? Contribute to global warming? 🤔"
2022-06-30 22:46:40+00:00,stormishere15,"@Koch330Koch @SCOTUSblog Man-made climate change and global warming is a farce, and the sea level isn't rising. These are lies. Green energy causes more pollution, but it brings money."
